,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
170,LEVANTE,DEPORTIVO,0-0,0-0,2.4,5.3,7.6,46,54,6.0,1.0,9.0,3.0,4.0,33.0,65.0,37.0,15.0,22.0,4.0,0.0,0.0,5.0,6.0,13.0,2.0,3.0,20.0,72.0,21.0,32.0,17.0,3.0,0.0,0.0,0,0,0,0,2014
171,REAL MADRID,ESPANYOL,3-0,2-0,6.0,7.5,5.5,55,45,9.0,5.0,18.0,4.0,7.0,16.0,89.0,9.0,16.0,11.0,1.0,0.0,1.0,4.0,4.0,11.0,3.0,2.0,21.0,87.0,8.0,12.0,14.0,4.0,0.0,0.0,3,0,0,3,2014
172,MÁLAGA,VILLARREAL,1-1,0-1,4.6,7.0,6.2,47,53,5.0,5.0,12.0,2.0,5.0,25.0,75.0,14.0,20.0,6.0,4.0,0.0,0.0,4.0,4.0,9.0,1.0,3.0,32.0,77.0,17.0,18.0,15.0,4.0,0.0,0.0,1,1,1,1,2014
173,CELTA,VALENCIA,1-1,0-1,4.0,6.5,6.4,63,37,7.0,4.0,14.0,3.0,11.0,33.0,80.0,30.0,15.0,20.0,3.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,19.0,66.0,25.0,31.0,19.0,3.0,0.0,0.0,1,1,1,1,2014
174,EIBAR,GETAFE,2-1,1-0,5.3,6.4,6.0,50,50,2.0,5.0,12.0,5.0,2.0,19.0,71.0,17.0,14.0,19.0,2.0,0.0,0.0,4.0,3.0,7.0,0.0,3.0,36.0,73.0,23.0,18.0,12.0,1.0,0.0,0.0,2,1,1,2,2014
175,ALMERÍA,SEVILLA FC,0-2,0-0,4.5,5.7,7.1,48,52,8.0,6.0,19.0,5.0,5.0,35.0,73.0,24.0,15.0,16.0,1.0,0.0,0.0,3.0,6.0,12.0,3.0,5.0,21.0,74.0,13.0,34.0,12.0,2.0,0.0,0.0,0,2,2,0,2014
176,ATHLETIC,ELCHE,1-2,0-1,5.3,5.4,7.0,61,39,8.0,3.0,13.0,2.0,10.0,27.0,72.0,31.0,8.0,7.0,2.0,0.0,0.0,1.0,5.0,8.0,2.0,2.0,28.0,63.0,30.0,44.0,15.0,6.0,0.0,0.0,1,2,2,1,2014
177,GRANADA,REAL SOCIEDAD,1-1,0-1,4.8,5.9,6.3,59,41,12.0,3.0,20.0,5.0,11.0,28.0,77.0,18.0,23.0,9.0,2.0,0.0,0.0,4.0,5.0,10.0,1.0,4.0,18.0,64.0,23.0,46.0,15.0,2.0,0.0,0.0,1,1,1,1,2014
178,BARCELONA,ATLETICO MADRID,3-1,2-0,6.5,7.0,5.2,68,32,5.0,7.0,17.0,5.0,1.0,23.0,86.0,14.0,23.0,16.0,3.0,0.0,0.0,2.0,3.0,5.0,0.0,3.0,27.0,69.0,11.0,12.0,18.0,6.0,0.0,0.0,3,1,1,3,2014
179,RAYO VALLECANO,CÓRDOBA,0-1,0-1,3.7,5.5,6.8,69,31,11.0,4.0,21.0,6.0,6.0,41.0,84.0,13.0,11.0,10.0,3.0,0.0,0.0,4.0,3.0,9.0,2.0,2.0,23.0,62.0,25.0,33.0,9.0,2.0,0.0,0.0,0,1,1,0,2014
180,CÓRDOBA,EIBAR,1-1,1-0,4.9,6.3,5.2,58,42,7.0,5.0,14.0,2.0,2.0,24.0,81.0,16.0,12.0,18.0,5.0,1.0,0.0,3.0,1.0,6.0,2.0,3.0,15.0,76.0,10.0,22.0,12.0,3.0,0.0,1.0,1,1,1,1,2014
181,REAL SOCIEDAD,RAYO VALLECANO,0-1,0-0,3.6,5.5,7.5,48,52,4.0,2.0,10.0,4.0,8.0,30.0,75.0,24.0,11.0,12.0,0.0,0.0,0.0,4.0,4.0,12.0,4.0,4.0,23.0,78.0,26.0,20.0,20.0,4.0,0.0,0.0,0,1,1,0,2014
182,VALENCIA,ALMERÍA,3-2,2-2,8.0,6.9,5.1,73,27,5.0,8.0,15.0,2.0,8.0,22.0,86.0,17.0,24.0,14.0,2.0,0.0,0.0,6.0,2.0,8.0,0.0,4.0,24.0,54.0,11.0,38.0,18.0,2.0,0.0,0.0,3,2,2,3,2014
183,VILLARREAL,ATHLETIC,2-0,1-0,5.7,6.8,5.2,47,53,7.0,6.0,19.0,6.0,9.0,18.0,69.0,34.0,31.0,15.0,2.0,0.0,0.0,5.0,5.0,11.0,1.0,6.0,33.0,70.0,24.0,19.0,10.0,2.0,0.0,0.0,2,0,0,2,2014
184,ESPANYOL,CELTA,1-0,0-0,3.5,6.8,5.9,55,45,8.0,3.0,15.0,4.0,9.0,22.0,69.0,17.0,21.0,9.0,3.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,34.0,69.0,25.0,31.0,23.0,3.0,0.0,0.0,1,0,0,1,2014
185,GETAFE,REAL MADRID,0-3,0-0,6.1,5.1,9.0,35,65,5.0,1.0,6.0,1.0,7.0,13.0,79.0,5.0,36.0,19.0,2.0,0.0,0.0,4.0,9.0,24.0,11.0,8.0,17.0,89.0,12.0,19.0,10.0,2.0,0.0,0.0,0,3,3,0,2014
186,ATLETICO MADRID,GRANADA,2-0,1-0,4.0,7.6,5.7,61,39,4.0,3.0,12.0,5.0,3.0,41.0,81.0,23.0,14.0,17.0,3.0,0.0,0.0,1.0,1.0,4.0,2.0,6.0,23.0,71.0,12.0,30.0,16.0,3.0,0.0,0.0,2,0,0,2,2014
187,DEPORTIVO,BARCELONA,0-4,0-2,5.4,4.8,8.3,32,68,4.0,2.0,7.0,1.0,2.0,13.0,73.0,9.0,17.0,14.0,2.0,0.0,0.0,6.0,6.0,14.0,2.0,4.0,18.0,87.0,4.0,11.0,7.0,2.0,0.0,0.0,0,4,4,0,2014
188,SEVILLA FC,MÁLAGA,2-0,1-0,3.7,6.9,5.4,51,49,2.0,6.0,8.0,0.0,3.0,33.0,73.0,14.0,15.0,14.0,4.0,0.0,0.0,7.0,2.0,12.0,3.0,1.0,21.0,76.0,14.0,17.0,19.0,1.0,0.0,0.0,2,0,0,2,2014
189,ELCHE,LEVANTE,1-0,1-0,3.7,6.6,4.3,58,42,6.0,6.0,16.0,4.0,3.0,17.0,83.0,24.0,33.0,18.0,3.0,0.0,0.0,4.0,2.0,8.0,2.0,5.0,27.0,73.0,15.0,11.0,11.0,3.0,0.0,1.0,1,0,0,1,2014
190,CÓRDOBA,REAL MADRID,1-2,1-0,6.4,5.7,6.1,35,65,8.0,4.0,16.0,4.0,3.0,21.0,69.0,12.0,28.0,15.0,2.0,1.0,0.0,6.0,4.0,13.0,3.0,9.0,24.0,82.0,13.0,18.0,13.0,3.0,0.0,1.0,1,2,2,1,2014
191,ELCHE,BARCELONA,0-6,0-1,6.6,3.3,9.0,28,72,2.0,3.0,6.0,1.0,2.0,14.0,71.0,5.0,21.0,18.0,6.0,1.0,0.0,3.0,8.0,11.0,0.0,3.0,14.0,89.0,7.0,9.0,12.0,2.0,0.0,0.0,0,6,6,0,2014
192,ATLETICO MADRID,RAYO VALLECANO,3-1,2-1,5.8,6.7,5.6,33,67,6.0,5.0,12.0,1.0,8.0,24.0,65.0,23.0,20.0,15.0,1.0,0.0,0.0,7.0,3.0,10.0,0.0,5.0,29.0,84.0,14.0,11.0,12.0,1.0,0.0,0.0,3,1,1,3,2014
193,REAL SOCIEDAD,EIBAR,1-0,0-0,3.7,6.6,5.4,59,41,12.0,4.0,20.0,4.0,9.0,24.0,78.0,16.0,24.0,6.0,2.0,0.0,0.0,3.0,4.0,9.0,2.0,5.0,24.0,67.0,10.0,22.0,17.0,2.0,0.0,0.0,1,0,0,1,2014
194,VILLARREAL,LEVANTE,1-0,0-0,3.2,6.8,5.9,56,44,7.0,4.0,15.0,4.0,6.0,28.0,81.0,15.0,22.0,12.0,0.0,0.0,0.0,6.0,1.0,11.0,4.0,3.0,31.0,75.0,17.0,18.0,8.0,3.0,0.0,0.0,1,0,0,1,2014
195,DEPORTIVO,GRANADA,2-2,2-1,7.5,7.2,6.1,47,53,5.0,7.0,13.0,1.0,7.0,28.0,73.0,13.0,12.0,18.0,3.0,0.0,1.0,2.0,2.0,5.0,1.0,2.0,23.0,80.0,19.0,26.0,15.0,3.0,0.0,0.0,2,2,2,2,2014
196,ATHLETIC,MÁLAGA,1-1,0-0,4.7,6.0,6.8,49,51,3.0,5.0,11.0,3.0,8.0,35.0,63.0,34.0,13.0,16.0,0.0,0.0,0.0,4.0,3.0,8.0,1.0,2.0,35.0,66.0,34.0,46.0,17.0,1.0,0.0,0.0,1,1,1,1,2014
197,ESPANYOL,ALMERÍA,3-0,2-0,5.3,8.1,4.6,55,45,7.0,9.0,18.0,2.0,9.0,33.0,78.0,14.0,28.0,16.0,2.0,0.0,0.0,4.0,1.0,9.0,4.0,7.0,26.0,73.0,14.0,24.0,12.0,1.0,0.0,0.0,3,0,0,3,2014
198,VALENCIA,SEVILLA FC,3-1,2-1,6.3,6.9,4.8,41,59,3.0,8.0,13.0,2.0,3.0,11.0,74.0,13.0,35.0,23.0,6.0,0.0,0.0,3.0,6.0,10.0,1.0,7.0,26.0,78.0,8.0,11.0,15.0,5.0,0.0,0.0,3,1,1,3,2014
199,GETAFE,CELTA,2-1,1-1,5.9,6.7,5.4,43,57,6.0,6.0,13.0,1.0,6.0,26.0,66.0,23.0,17.0,9.0,2.0,0.0,0.0,3.0,2.0,7.0,2.0,2.0,20.0,76.0,24.0,21.0,17.0,4.0,0.0,0.0,2,1,1,2,2014
200,RAYO VALLECANO,DEPORTIVO,1-2,1-1,5.7,5.8,6.9,58,42,4.0,4.0,11.0,3.0,10.0,40.0,76.0,19.0,14.0,14.0,3.0,0.0,0.0,3.0,6.0,13.0,4.0,7.0,16.0,66.0,24.0,33.0,18.0,5.0,0.0,0.0,1,2,2,1,2014
201,REAL MADRID,REAL SOCIEDAD,4-1,2-1,7.0,8.2,4.8,58,42,9.0,11.0,26.0,6.0,10.0,15.0,87.0,11.0,11.0,8.0,3.0,0.0,0.0,4.0,2.0,8.0,2.0,3.0,10.0,85.0,13.0,22.0,11.0,1.0,0.0,0.0,4,1,1,4,2014
202,EIBAR,ATLETICO MADRID,1-3,0-0,5.8,4.8,6.6,47,53,6.0,3.0,11.0,2.0,6.0,26.0,46.0,33.0,57.0,14.0,3.0,0.0,0.0,1.0,5.0,8.0,2.0,8.0,42.0,54.0,29.0,45.0,16.0,3.0,0.0,0.0,1,3,3,1,2014
203,GRANADA,ELCHE,1-0,0-0,3.0,6.9,5.3,66,34,6.0,2.0,14.0,6.0,12.0,23.0,83.0,23.0,26.0,14.0,4.0,0.0,0.0,4.0,2.0,5.0,1.0,4.0,28.0,61.0,16.0,25.0,13.0,5.0,1.0,0.0,1,0,0,1,2014
204,CELTA,CÓRDOBA,1-0,0-0,3.7,6.4,4.9,64,36,7.0,9.0,19.0,3.0,8.0,26.0,82.0,41.0,20.0,10.0,2.0,0.0,0.0,5.0,3.0,8.0,0.0,2.0,17.0,64.0,23.0,30.0,10.0,6.0,0.0,0.0,1,0,0,1,2014
205,LEVANTE,ATHLETIC,0-2,0-0,4.9,5.6,6.6,52,48,3.0,4.0,10.0,3.0,5.0,39.0,67.0,15.0,23.0,17.0,2.0,0.0,0.0,6.0,5.0,14.0,3.0,4.0,29.0,66.0,24.0,40.0,12.0,5.0,0.0,0.0,0,2,2,0,2014
206,ALMERÍA,GETAFE,1-0,1-0,5.2,7.0,5.2,47,53,4.0,7.0,12.0,1.0,6.0,29.0,67.0,15.0,19.0,18.0,4.0,1.0,0.0,3.0,7.0,12.0,2.0,3.0,19.0,75.0,20.0,32.0,10.0,4.0,1.0,0.0,1,0,0,1,2014
207,SEVILLA FC,ESPANYOL,3-2,2-1,8.8,6.6,4.6,66,34,13.0,8.0,23.0,2.0,8.0,26.0,77.0,22.0,9.0,20.0,8.0,0.0,0.0,3.0,2.0,5.0,0.0,2.0,18.0,63.0,26.0,41.0,11.0,3.0,0.0,1.0,3,2,2,3,2014
208,BARCELONA,VILLARREAL,3-2,1-1,7.7,6.9,5.8,69,31,8.0,7.0,19.0,4.0,8.0,18.0,89.0,6.0,13.0,10.0,1.0,0.0,0.0,6.0,3.0,9.0,0.0,2.0,12.0,71.0,11.0,31.0,20.0,2.0,0.0,0.0,3,2,2,3,2014
209,MÁLAGA,VALENCIA,1-0,1-0,4.4,7.1,5.2,47,53,4.0,6.0,12.0,2.0,5.0,28.0,75.0,15.0,20.0,19.0,5.0,0.0,0.0,5.0,3.0,10.0,2.0,3.0,20.0,78.0,22.0,19.0,18.0,4.0,1.0,0.0,1,0,0,1,2014
210,DEPORTIVO,EIBAR,2-0,0-0,3.8,7.6,5.0,61,39,7.0,5.0,15.0,3.0,5.0,31.0,77.0,33.0,20.0,12.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,24.0,62.0,22.0,25.0,21.0,3.0,0.0,0.0,2,0,0,2,2014
211,ATLETICO MADRID,REAL MADRID,4-0,2-0,5.7,8.7,4.4,45,55,7.0,8.0,17.0,2.0,2.0,29.0,77.0,22.0,17.0,17.0,5.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0,23.0,81.0,16.0,23.0,18.0,2.0,0.0,0.0,4,0,0,4,2014
212,VILLARREAL,GRANADA,2-0,1-0,4.7,7.3,5.8,43,57,1.0,6.0,9.0,2.0,5.0,26.0,72.0,17.0,35.0,12.0,2.0,0.0,0.0,6.0,3.0,11.0,2.0,8.0,22.0,82.0,18.0,29.0,18.0,1.0,0.0,0.0,2,0,0,2,2014
213,LEVANTE,MÁLAGA,4-1,2-1,5.3,7.6,4.4,41,59,3.0,6.0,11.0,2.0,2.0,22.0,68.0,18.0,36.0,20.0,2.0,0.0,0.0,1.0,3.0,4.0,0.0,5.0,34.0,72.0,18.0,16.0,13.0,1.0,0.0,0.0,4,1,1,4,2014
214,REAL SOCIEDAD,CELTA,1-1,1-0,4.2,6.2,6.8,49,51,3.0,3.0,7.0,1.0,2.0,23.0,72.0,27.0,29.0,17.0,5.0,0.0,0.0,4.0,3.0,12.0,5.0,6.0,21.0,82.0,18.0,35.0,22.0,4.0,0.0,0.0,1,1,1,1,2014
215,CÓRDOBA,ALMERÍA,1-2,1-0,5.3,6.3,5.9,54,46,5.0,7.0,14.0,2.0,6.0,24.0,70.0,17.0,33.0,15.0,2.0,0.0,0.0,6.0,2.0,8.0,0.0,6.0,20.0,60.0,20.0,33.0,17.0,5.0,0.0,0.0,1,2,2,1,2014
216,GETAFE,SEVILLA FC,2-1,1-0,5.9,7.3,5.2,48,52,7.0,8.0,18.0,3.0,9.0,22.0,71.0,24.0,46.0,6.0,1.0,0.0,0.0,4.0,2.0,9.0,3.0,5.0,20.0,69.0,22.0,27.0,13.0,2.0,0.0,0.0,2,1,1,2,2014
217,ESPANYOL,VALENCIA,1-2,0-0,6.1,5.3,7.2,45,55,2.0,3.0,9.0,4.0,7.0,34.0,68.0,24.0,36.0,22.0,5.0,0.0,0.0,7.0,5.0,13.0,1.0,2.0,22.0,70.0,25.0,25.0,16.0,4.0,0.0,0.0,1,2,2,1,2014
218,ATHLETIC,BARCELONA,2-5,0-2,9.1,4.4,8.2,27,73,4.0,6.0,15.0,5.0,4.0,20.0,65.0,4.0,19.0,15.0,3.0,0.0,1.0,6.0,10.0,19.0,3.0,4.0,17.0,87.0,18.0,22.0,9.0,1.0,0.0,0.0,2,5,5,2,2014
219,ELCHE,RAYO VALLECANO,2-0,1-0,4.5,6.7,5.0,43,57,9.0,5.0,18.0,4.0,5.0,26.0,66.0,12.0,22.0,21.0,2.0,0.0,0.0,5.0,3.0,11.0,3.0,4.0,24.0,76.0,18.0,21.0,21.0,4.0,1.0,0.0,2,0,0,2,2014
220,ALMERÍA,REAL SOCIEDAD,2-2,2-1,6.8,6.5,5.6,41,59,4.0,4.0,9.0,1.0,6.0,20.0,66.0,19.0,35.0,20.0,5.0,0.0,0.0,1.0,3.0,7.0,3.0,6.0,24.0,77.0,20.0,24.0,15.0,4.0,0.0,0.0,2,2,2,2,2014
221,SEVILLA FC,CÓRDOBA,3-0,2-0,5.5,6.7,5.3,70,30,7.0,6.0,18.0,5.0,8.0,20.0,87.0,13.0,8.0,15.0,0.0,0.0,1.0,3.0,3.0,10.0,4.0,1.0,9.0,72.0,13.0,34.0,16.0,1.0,0.0,1.0,3,0,0,3,2014
222,REAL MADRID,DEPORTIVO,2-0,1-0,5.7,7.1,5.4,58,42,7.0,7.0,17.0,3.0,6.0,17.0,88.0,11.0,25.0,12.0,2.0,0.0,0.0,6.0,4.0,15.0,5.0,6.0,13.0,82.0,15.0,14.0,17.0,4.0,0.0,0.0,2,0,0,2,2014
223,GRANADA,ATHLETIC,0-0,0-0,3.0,6.4,6.0,46,54,7.0,4.0,11.0,0.0,4.0,22.0,70.0,20.0,50.0,16.0,4.0,0.0,1.0,5.0,1.0,10.0,5.0,4.0,27.0,70.0,14.0,22.0,9.0,4.0,0.0,0.0,0,0,0,0,2014
224,MÁLAGA,ESPANYOL,0-2,0-0,4.7,5.7,5.8,66,34,5.0,5.0,17.0,7.0,10.0,35.0,78.0,20.0,12.0,12.0,3.0,0.0,0.0,2.0,2.0,6.0,2.0,3.0,17.0,64.0,14.0,52.0,18.0,7.0,0.0,1.0,0,2,2,0,2014
225,VALENCIA,GETAFE,1-0,0-0,3.4,7.0,5.8,54,46,10.0,3.0,13.0,0.0,7.0,25.0,82.0,10.0,11.0,16.0,3.0,0.0,0.0,5.0,1.0,10.0,4.0,2.0,28.0,72.0,15.0,29.0,10.0,4.0,0.0,0.0,1,0,0,1,2014
226,BARCELONA,LEVANTE,5-0,2-0,5.5,9.3,3.8,76,24,6.0,10.0,18.0,2.0,3.0,16.0,89.0,14.0,11.0,6.0,1.0,0.0,0.0,2.0,1.0,5.0,2.0,4.0,12.0,64.0,6.0,20.0,13.0,2.0,0.0,0.0,5,0,0,5,2014
227,RAYO VALLECANO,VILLARREAL,2-0,0-0,4.5,7.7,4.9,53,47,4.0,7.0,13.0,2.0,5.0,38.0,66.0,25.0,36.0,12.0,2.0,0.0,0.0,6.0,2.0,9.0,1.0,5.0,34.0,60.0,24.0,28.0,14.0,2.0,0.0,0.0,2,0,0,2,2014
228,CELTA,ATLETICO MADRID,2-0,0-0,4.5,7.2,6.0,67,33,7.0,3.0,14.0,4.0,9.0,17.0,86.0,14.0,17.0,4.0,0.0,0.0,0.0,4.0,5.0,10.0,1.0,2.0,22.0,69.0,25.0,31.0,12.0,3.0,0.0,0.0,2,0,0,2,2014
229,EIBAR,ELCHE,0-1,0-0,3.5,5.2,7.0,55,45,6.0,6.0,17.0,5.0,5.0,31.0,70.0,24.0,20.0,13.0,3.0,0.0,1.0,1.0,2.0,6.0,3.0,3.0,31.0,61.0,18.0,22.0,12.0,1.0,0.0,0.0,0,1,1,0,2014
230,GETAFE,ESPANYOL,2-1,1-0,6.1,6.1,6.4,48,52,4.0,4.0,11.0,3.0,2.0,20.0,76.0,19.0,27.0,15.0,3.0,0.0,0.0,2.0,7.0,11.0,2.0,5.0,20.0,79.0,16.0,35.0,14.0,3.0,0.0,0.0,2,1,1,2,2014
231,BARCELONA,MÁLAGA,0-1,0-1,3.6,5.8,7.7,73,27,5.0,4.0,11.0,2.0,11.0,25.0,88.0,19.0,8.0,9.0,4.0,0.0,0.0,5.0,3.0,11.0,3.0,3.0,17.0,57.0,15.0,40.0,11.0,3.0,0.0,0.0,0,1,1,0,2014
232,CÓRDOBA,VALENCIA,1-2,0-1,5.5,6.1,6.2,44,56,6.0,4.0,11.0,1.0,6.0,23.0,71.0,30.0,33.0,17.0,1.0,0.0,0.0,6.0,7.0,17.0,4.0,2.0,38.0,78.0,29.0,37.0,15.0,2.0,0.0,0.0,1,2,2,1,2014
233,ATLETICO MADRID,ALMERÍA,3-0,3-0,4.5,7.7,4.7,57,43,3.0,6.0,9.0,0.0,8.0,23.0,73.0,30.0,39.0,13.0,2.0,1.0,0.0,5.0,1.0,9.0,3.0,4.0,37.0,65.0,17.0,43.0,13.0,1.0,0.0,0.0,3,0,0,3,2014
234,DEPORTIVO,CELTA,0-2,0-0,4.7,5.6,7.0,46,54,7.0,4.0,14.0,3.0,4.0,26.0,67.0,23.0,20.0,17.0,3.0,1.0,0.0,3.0,5.0,8.0,0.0,3.0,26.0,71.0,20.0,26.0,13.0,4.0,0.0,0.0,0,2,2,0,2014
235,REAL SOCIEDAD,SEVILLA FC,4-3,1-1,10.0,6.5,5.2,50,50,6.0,8.0,17.0,3.0,5.0,26.0,73.0,25.0,31.0,16.0,5.0,0.0,0.0,5.0,5.0,16.0,6.0,10.0,21.0,74.0,29.0,44.0,12.0,3.0,0.0,0.0,4,3,3,4,2014
236,ATHLETIC,RAYO VALLECANO,1-0,0-0,3.6,6.7,5.3,50,50,5.0,6.0,19.0,8.0,11.0,30.0,65.0,26.0,29.0,17.0,3.0,0.0,0.0,4.0,1.0,5.0,0.0,3.0,31.0,67.0,36.0,32.0,13.0,2.0,0.0,0.0,1,0,0,1,2014
237,VILLARREAL,EIBAR,1-0,0-0,3.6,7.0,5.5,61,39,8.0,6.0,20.0,6.0,8.0,23.0,83.0,6.0,14.0,5.0,2.0,0.0,0.0,6.0,1.0,10.0,3.0,3.0,21.0,75.0,21.0,21.0,3.0,0.0,0.0,0.0,1,0,0,1,2014
238,ELCHE,REAL MADRID,0-2,0-0,4.0,5.4,7.3,39,61,1.0,1.0,4.0,2.0,1.0,9.0,74.0,9.0,18.0,17.0,4.0,0.0,0.0,8.0,5.0,17.0,4.0,6.0,24.0,87.0,13.0,13.0,6.0,1.0,0.0,0.0,0,2,2,0,2014
239,LEVANTE,GRANADA,2-1,0-1,6.7,6.1,4.8,66,34,4.0,4.0,9.0,1.0,7.0,34.0,76.0,17.0,25.0,18.0,3.0,0.0,1.0,2.0,4.0,10.0,4.0,4.0,31.0,48.0,18.0,48.0,14.0,5.0,0.0,2.0,2,1,1,2,2014
240,ESPANYOL,CÓRDOBA,1-0,1-0,3.4,5.7,6.3,43,57,6.0,4.0,13.0,3.0,2.0,23.0,70.0,17.0,23.0,22.0,5.0,0.0,0.0,7.0,3.0,16.0,6.0,6.0,25.0,78.0,17.0,18.0,14.0,4.0,0.0,0.0,1,0,0,1,2014
241,GRANADA,BARCELONA,1-3,0-1,6.2,4.9,7.5,33,67,4.0,4.0,10.0,2.0,4.0,24.0,67.0,10.0,20.0,18.0,2.0,0.0,0.0,7.0,9.0,16.0,0.0,5.0,17.0,82.0,9.0,18.0,9.0,3.0,0.0,0.0,1,3,3,1,2014
242,RAYO VALLECANO,LEVANTE,4-2,4-1,8.1,7.8,4.8,66,34,4.0,7.0,13.0,2.0,5.0,23.0,87.0,18.0,16.0,15.0,2.0,0.0,0.0,5.0,3.0,10.0,2.0,2.0,26.0,74.0,22.0,30.0,18.0,2.0,0.0,0.0,4,2,2,4,2014
243,ALMERÍA,DEPORTIVO,0-0,0-0,4.0,4.7,6.9,36,64,5.0,3.0,10.0,2.0,7.0,20.0,66.0,9.0,29.0,13.0,4.0,2.0,0.0,12.0,9.0,25.0,4.0,11.0,20.0,82.0,21.0,26.0,19.0,3.0,0.0,0.0,0,0,0,0,2014
244,MÁLAGA,GETAFE,3-2,1-0,7.9,6.8,5.5,52,48,5.0,6.0,16.0,5.0,6.0,23.0,75.0,11.0,22.0,11.0,3.0,0.0,0.0,2.0,6.0,10.0,2.0,5.0,25.0,74.0,14.0,30.0,16.0,1.0,0.0,0.0,3,2,2,3,2014
245,VALENCIA,REAL SOCIEDAD,2-0,0-0,3.9,7.3,5.1,45,55,12.0,3.0,19.0,4.0,9.0,19.0,79.0,21.0,39.0,14.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,5.0,21.0,78.0,18.0,36.0,14.0,3.0,0.0,0.0,2,0,0,2,2014
246,EIBAR,ATHLETIC,0-1,0-1,3.4,5.2,7.5,54,46,4.0,2.0,6.0,0.0,5.0,38.0,67.0,27.0,37.0,16.0,3.0,0.0,0.0,4.0,8.0,13.0,1.0,6.0,18.0,60.0,24.0,33.0,14.0,2.0,0.0,0.0,0,1,1,0,2014
247,SEVILLA FC,ATLETICO MADRID,0-0,0-0,2.7,6.4,6.3,65,35,7.0,4.0,13.0,2.0,7.0,31.0,77.0,19.0,18.0,13.0,4.0,0.0,0.0,6.0,2.0,9.0,1.0,1.0,23.0,65.0,29.0,41.0,14.0,7.0,0.0,0.0,0,0,0,0,2014
248,REAL MADRID,VILLARREAL,1-1,0-0,5.8,6.8,5.8,61,39,17.0,7.0,25.0,1.0,10.0,36.0,87.0,21.0,21.0,7.0,2.0,0.0,0.0,2.0,4.0,9.0,3.0,4.0,18.0,70.0,10.0,33.0,20.0,5.0,0.0,0.0,1,1,1,1,2014
249,CELTA,ELCHE,1-1,0-0,4.5,5.9,6.7,53,47,5.0,5.0,11.0,1.0,6.0,22.0,79.0,18.0,36.0,16.0,6.0,0.0,0.0,5.0,1.0,7.0,1.0,3.0,25.0,70.0,17.0,17.0,12.0,3.0,0.0,0.0,1,1,1,1,2014
250,LEVANTE,EIBAR,2-1,0-0,5.7,6.6,5.4,56,44,4.0,4.0,12.0,4.0,6.0,24.0,73.0,26.0,23.0,11.0,4.0,0.0,0.0,6.0,3.0,14.0,5.0,7.0,21.0,71.0,17.0,26.0,17.0,7.0,1.0,0.0,2,1,1,2,2014
251,DEPORTIVO,SEVILLA FC,3-4,1-1,9.6,5.6,6.6,51,49,7.0,5.0,16.0,4.0,5.0,13.0,79.0,8.0,13.0,12.0,1.0,0.0,0.0,4.0,6.0,11.0,1.0,1.0,21.0,78.0,17.0,33.0,14.0,4.0,0.0,0.0,3,4,4,3,2014
252,ATHLETIC,REAL MADRID,1-0,1-0,3.7,7.4,6.2,35,65,2.0,2.0,6.0,2.0,1.0,18.0,71.0,18.0,42.0,17.0,3.0,0.0,0.0,6.0,2.0,13.0,5.0,8.0,22.0,84.0,18.0,19.0,11.0,4.0,0.0,0.0,1,0,0,1,2014
253,ELCHE,ALMERÍA,1-0,1-0,3.2,6.5,6.4,58,42,4.0,4.0,15.0,7.0,6.0,15.0,77.0,17.0,25.0,13.0,3.0,0.0,0.0,5.0,2.0,9.0,2.0,5.0,17.0,68.0,32.0,48.0,15.0,0.0,0.0,0.0,1,0,0,1,2014
254,GRANADA,MÁLAGA,1-0,0-0,3.1,6.7,5.3,63,37,8.0,4.0,14.0,2.0,8.0,29.0,71.0,21.0,17.0,11.0,4.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,29.0,58.0,23.0,52.0,20.0,5.0,0.0,0.0,1,0,0,1,2014
255,BARCELONA,RAYO VALLECANO,6-1,1-0,7.8,8.2,3.9,57,43,5.0,12.0,19.0,2.0,4.0,30.0,85.0,13.0,18.0,13.0,3.0,0.0,1.0,3.0,3.0,7.0,1.0,1.0,12.0,80.0,3.0,19.0,11.0,3.0,1.0,0.0,6,1,1,6,2014
